Name,Symbol,APIR Code,Morningstar Medalist Rating™,Analyst-Driven %,Data Coverage %,Medalist Rating Date,Morningstar ESG Risk Rating,Morningstar Category,Low Carbon Designation,Sustainable Investment (By Prospectus),Historical Corporate Sustainability Score,Historical Sovereign Sustainability Score,Corporate Sustainability Percent Rank,Portfolio Carbon Risk Score,Fossil Fuel % Covered Portfolio Involved,Alcohol(%),Animal Testing(%),Controversial Weapons(%),Tobacco(%),Gambling(%),Small Arms(%),Thermal Coal(%),1 Month Return (%),3 Months Return (%),6 Months Return (%),YTD Return (%),1 Year Annualised (%),3 Years Annualised (%),5 Years Annualised (%),10 Years Annualised (%),Investment Management Fee(%),TCR (P),Manager Tenure (Yrs),Fund Size (Mil),Equity StyleBox™,Fixed Income StyleBox™,Average Market Cap (Mil),Average Credit Quality,Effective Duration,Morningstar Rating,Morningstar Risk (Rel to Category),3 Year Alpha,3 Year Beta,3 Year R-Squared,3 Year Standard Deviation,3 Year Sharpe Ratio
CFS FC W Pen-Stewart Inv Ww Ldrs Sus,11499,FSF0548AU,Bronze,100.00,100.00,2025-03-31,3,Equity World Large Growth,Yes,Yes,,,,8.91,0.00,0,17.15,0,0,0,0.00,0.00,−1.22,−4.71,3.97,−1.37,11.54,13.30,12.02,10.39,0.95,1.15,8.83,,Large Growth,,,,,4,2,−0.04,0.85,81.88,10.93,0.86
CFS FC W Pen-T Rowe Price Glb Eq-Hgd,44441,FSF4456AU,Neutral,100.00,100.00,2025-03-31,2,Equity World - Currency Hedged,Yes,No,,,,6.37,5.99,0.22,11.8,1.15,0,0.07,0.47,0.52,−0.74,−8.66,−4.50,−5.36,4.53,6.57,,,1.22,1.30,3.42,34.58 ,Large Growth,,,,,2,5,−2.97,1.00,93.88,15.14,0.25
CFS FC W Pen-T. Rowe Price Glb Equity,11505,FSF0553AU,Silver,100.00,100.00,2025-03-31,2,Equity World Large Growth,Yes,No,,,,6.37,5.99,0.22,11.8,1.15,0,0.07,0.47,0.52,−1.94,−9.31,−0.89,−6.63,8.73,12.17,9.94,10.85,1.10,1.30,20.83,13.33 ,Large Growth,,,,,4,4,−2.38,0.98,89.26,12.10,0.71
CFS FC W Pen-WaveStone Australian Share,11805,FSF0682AU,,,,,3,Equity Australia Large Blend,No,No,,,,8.98,18.17,3.53,14.48,0,0,3.51,0.00,9.20,2.65,−7.19,−2.82,−2.94,5.16,6.84,12.44,7.13,0.85,1.05,18.92,0.57 ,Large Blend,,,,,3,4,−0.19,0.96,96.77,13.12,0.29
CFS FC W Pen-Western Asset Aust Bond,45503,AIL7888AU,,,,,4,Bonds - Australia,,No,,,,7.31,5.60,0.08,0.29,0,0,0,0.00,0.00,1.59,2.68,4.66,2.87,7.24,,,,0.47,0.67,2.50,501.58 ,,,,,,,,,,,,
CFS FC W PSup-AB Mgd Volatility Equities,11342,FSF0596AU,Neutral,100.00,100.00,2025-03-31,4,Equity Australia Large Blend,Yes,No,,,,7.27,5.06,0,12.57,0,0,4.25,0.00,0.00,2.47,0.99,7.93,4.67,12.81,6.50,8.15,6.09,0.61,0.81,6.42,101.23 ,Large Blend,,,,,3,1,0.86,0.49,74.70,7.75,0.38
CFS FC W PSup-Acadian Aust Equity LS,13533,FSF0838AU,,,,,3,Equity Australia Large Blend,No,No,,,,10.55,17.10,0,5.92,0,0,4.32,0.00,9.92,4.21,−2.78,4.83,1.79,16.88,11.31,15.42,9.78,0.96,1.16,16.25,,Large Blend,,,,,5,4,4.15,0.88,95.16,12.18,0.64
CFS FC W PSup-Acadian Core Australian Equity,13530,FSF0786AU,,,,,3,Equity Australia Large Blend,No,No,,,,10.36,18.69,0,7.32,0,0,3.97,0.00,11.69,3.39,−3.16,2.28,0.96,12.67,8.87,13.04,8.95,0.65,0.85,16.25,,Large Blend,,,,,5,3,1.87,0.88,98.75,12.05,0.46
CFS FC W PSup-Acadian Glb Equity LS,15016,FSF0868AU,,,,,2,Equity World Large Value,Yes,No,,,,6.17,3.96,0.01,7.68,0.41,0.02,0.22,0.06,0.18,−1.50,−7.53,2.97,−2.94,6.41,18.94,21.44,14.62,1.14,1.34,8.58,,Mid Blend,,,,,5,5,5.16,0.82,73.70,11.22,1.29
CFS FC W PSup-Acadian Glb Mgd Vol Eqty,19867,FSF1394AU,Neutral,100.00,100.00,2025-05-05,2,Equity World Large Blend,Yes,,,,,7.81,5.83,,,,,,,0.79,−0.57,0.34,8.21,2.34,17.39,12.42,10.81,8.81,0.71,0.91,,,,,,,,3,1,2.40,0.53,70.41,7.40,1.13
CFS FC W PSup-Acadian Global Equity,12408,FSF0773AU,,,,,3,Equity World Large Value,Yes,Yes,,,,4.19,1.33,0,12.89,0,0,0,1.53,0.00,−1.59,−7.79,1.90,−5.42,11.12,14.05,14.39,10.48,0.83,1.03,20.00,,Large Blend,,,,,5,5,−0.28,0.93,93.20,11.28,0.90
CFS FC W PSup- Airlie Australian Share,11378,FSF0587AU,,,,,3,Equity Australia Large Blend,No,No,,,,11.57,26.83,0,12.99,0,0,7.04,0.00,10.99,3.43,−4.06,0.61,−0.04,4.27,6.46,12.91,6.68,0.85,1.05,7.00,,Large Blend,,,,,3,4,−0.22,0.84,91.08,11.87,0.27
CFS FC W PSup-Alphinity Sustain Share,41098,FSF1789AU,Neutral,100.00,100.00,2025-03-31,4,Equity Australia Large Blend,No,Yes,,,,8.07,16.76,0,13.15,0,0,0,0.00,11.30,3.54,−2.36,3.22,1.45,13.14,6.87,11.47,,1.00,1.20,9.00,23.72 ,Large Blend,,,,,3,4,−0.02,0.90,97.55,12.32,0.30
CFS FC W PSup- Antares Ex20 Aus Equities,46412,AIL3797AU,,,,,2,Equity Australia Large Blend,Yes,No,,,,8.19,0.00,8.09,15.8,0,0,1.49,0.00,0.00,0.79,−7.60,−1.64,−2.97,2.19,,,,0.90,1.10,1.50,1.19 ,Mid Growth,,,,,,,,,,,
CFS FC W PSup -Antipodes Global,42231,FSF9997AU,Neutral,100.00,100.00,2025-03-31,2,Equity World Large Blend,No,No,,,,7.51,5.43,0.02,10.38,2.11,0,0,0.00,0.00,0.59,3.44,9.02,7.03,14.91,11.07,9.64,,1.34,1.52,7.00,33.00 ,Large Blend,,,,,2,1,4.32,0.25,16.28,7.16,0.99
CFS FC W PSup-Ausbil Active Sustain Eq,11379,FSF0582AU,Bronze,100.00,100.00,2025-03-31,5,Equity Australia Large Blend,Yes,Yes,,,,7.36,4.90,0,9.45,0,0,0,0.00,0.00,4.23,−3.97,2.51,1.15,13.61,6.67,10.14,7.47,0.85,1.05,7.33,,Large Growth,,,,,2,5,−0.40,1.00,91.31,14.22,0.27
CFS FC W PSup-Ausbil Aust Active Equity,11376,FSF0585AU,Bronze,100.00,100.00,2025-03-31,2,Equity Australia Large Growth,No,No,,,,10.20,20.35,2.66,8.73,0,0,3.07,0.00,10.82,3.78,−5.29,−1.46,−1.22,4.61,5.53,12.76,8.29,0.81,1.01,20.83,,Large Blend,,,,,4,3,−1.29,0.90,96.09,12.44,0.20
CFS FC W PSup-Ausbil Aust Emerg Leaders,15017,FSF0779AU,Neutral,100.00,100.00,2025-03-31,1,Equity Australia Mid/Small Growth,No,No,,,,11.03,10.61,0,3.15,0,0,0,0.00,2.90,3.93,−5.17,0.07,0.25,5.47,2.81,12.41,7.63,0.95,1.15,18.08,,Mid Growth,,,,,3,3,1.64,0.75,75.12,15.45,0.02
CFS FC W PSup-Baillie Gif LT Glb Gwth,19039,FSF1227AU,Bronze,100.00,100.00,2025-03-31,2,Equity World Large Growth,Yes,No,,,,3.22,0.00,1.5,10.51,0,0,0,0.00,0.00,0.40,−11.34,4.42,−5.47,15.43,14.01,9.44,11.12,0.90,1.10,14.08,171.24 ,Large Growth,,,,,3,5,−1.39,1.11,53.97,17.60,0.63
CFS FC W PSup-Baillie Gifford Sust Gwth,43949,FSF7991AU,Neutral,100.00,100.00,2025-03-31,4,Equity World Large Growth,Yes,Yes,,,,4.44,0.00,0,9.69,0,0,0,0.00,0.00,0.45,−8.89,−1.31,−5.45,6.27,5.44,,,0.86,1.06,2.92,2.93 ,Large Growth,,,,,1,4,−7.74,0.91,64.50,13.31,0.19
CFS FC W PSup- Barrow Hanley Concentrated Global Share,11397,FSF0627AU,,,,,2,Equity World Large Blend,No,No,,,,10.28,15.93,0,12.83,5.32,0,0,3.11,0.00,−3.33,−3.11,−0.16,−0.65,6.78,10.57,11.79,8.67,1.07,1.27,1.58,,Large Value,,,,,2,3,−0.27,0.64,60.86,9.50,0.72
CFS FC W PSup-Barrow Hanley Global Share,11399,FSF0624AU,Silver,100.00,100.00,2025-03-31,2,Equity World Large Value,No,No,,,,10.63,17.97,0.84,14.58,2.78,0,0,3.09,0.00,−2.27,−0.52,5.29,1.97,12.73,11.46,12.06,9.01,1.16,1.36,4.83,,Large Value,,,,,3,2,1.57,0.54,53.58,8.54,0.89
CFS FC W PSup-Bell Global Emerging Comp,44406,FSF2706AU,Bronze,100.00,100.00,2025-03-31,5,Equity World Mid/Small,Yes,No,,,,5.65,3.71,0,18.51,0,0,0,0.00,0.00,−1.03,−5.44,2.48,−2.49,7.45,7.02,,,1.46,1.46,3.42,110.35 ,Mid Growth,,,,,1,3,−0.08,0.72,80.66,11.75,0.32
CFS FC W PSup-Bennelong ex-20 Aust Eq,40824,FSF1736AU,Bronze,100.00,100.00,2025-03-31,,Equity Australia Mid/Small Growth,,No,,,,,,,,,,,,,2.24,−14.87,−9.51,−9.79,−5.53,−1.41,5.35,,0.95,1.68,10.00,,,,,,,1,5,−2.03,0.83,68.95,17.88,−0.20
CFS FC W PSup-CFS Aust Small Companies,11343,FSF0609AU,,,,,3,Equity Australia Mid/Small Growth,No,No,,,,10.33,3.29,0,3.16,0,0,1.62,0.00,0.80,1.23,−2.12,1.01,2.12,4.73,1.65,10.28,8.23,1.15,1.35,20.83,,Small Blend,,,,,3,2,0.36,0.78,95.81,14.25,−0.08
CFS FC W PSup-CFS Australian Share,11341,FSF0597AU,,,,,3,Equity Australia Large Blend,No,No,,,,9.96,20.14,0.78,10.68,0,0,4.02,0.00,10.85,2.87,−3.71,1.08,0.42,8.96,6.35,11.04,6.92,0.85,1.05,20.83,,Large Blend,,,,,3,3,−0.32,0.82,98.89,11.12,0.28
CFS FC W PSup-CFS Emerging Markets,16845,FSF1007AU,,,,,3,Equity Emerging Markets,No,No,,,,9.17,7.72,1.29,3.9,0.44,0.08,0.07,0.14,1.42,−1.93,−1.06,1.78,0.43,8.91,6.76,4.78,4.75,1.37,1.57,16.50,,Large Blend,,,,,3,4,−0.46,0.92,95.36,10.43,0.32
CFS FC W Psup - CFS Enhanced Cash,46096,AIL9663AU,,,,,,Australian Cash,,No,,,,,,,,,,,,,0.20,0.85,1.88,1.20,3.98,,,,0.17,0.37,,69.71 ,,,,,,,,,,,,
CFS FC W PSup-CFS Gear Index Global Shr,44463,FSF4005AU,,,,,2,Equity World Large Blend,No,No,,,,7.44,9.10,0.75,16.65,1.35,0.05,0.26,0.85,0.66,−4.04,−12.54,2.77,−8.92,20.16,21.98,,,1.02,1.22,3.42,80.16 ,Large Blend,,,,,5,5,−1.40,1.78,98.56,20.89,0.89
CFS FC W PSup-CFS Geared Index Aust Shr,44467,FSF3748AU,,,,,4,Equity Australia Large Blend,No,No,,,,9.84,21.73,0.87,8.8,0,0,2.38,0.00,10.77,6.48,−8.60,−0.15,−0.82,15.61,11.03,,,0.98,1.18,3.42,47.09 ,Large Blend,,,,,2,5,2.19,1.87,99.24,25.32,0.39
CFS FC W PSup-CFS Global Share,11344,FSF0657AU,,,,,2,Equity World Large Blend,Yes,No,,,,6.70,4.52,0.33,14.07,1.12,0.01,0.16,0.71,0.51,−1.82,−6.24,3.15,−3.17,11.59,12.61,11.21,8.60,1.13,1.25,19.33,158.12 ,Large Blend,,,,,3,2,−0.41,0.82,94.89,9.80,0.89
CFS FC W PSup-CFS Global Share-Hedged,13536,FSF0834AU,,,,,4,Equity World - Currency Hedged,Yes,No,,,,6.70,4.52,0.33,14.07,1.12,0.01,0.16,0.71,0.51,−0.76,−6.07,−0.22,−2.41,7.83,8.12,9.79,6.35,1.13,1.25,19.17,,Large Blend,,,,,2,2,−0.77,0.84,97.26,12.44,0.39
CFS FC W PSup-CFS Index Australian Bond,11363,FSF0618AU,Bronze,100.00,100.00,2025-03-31,4,Bonds - Australia,Yes,No,,,,7.10,3.09,0.03,0.05,0,0,0,0.00,0.00,1.50,2.47,4.12,2.62,,,,,0.15,0.35,0.92,,,,,,,,,,,,,
CFS FC W PSup-CFS Index Australian Share,11372,FSF0581AU,Bronze,100.00,100.00,2025-03-31,3,Equity Australia Large Blend,No,No,,,,10.11,19.93,0.79,8.4,0,0,2.24,0.00,9.87,3.27,−3.03,1.46,0.88,9.31,7.06,11.47,7.69,0.15,0.35,11.92,"2,457.18 ",Large Blend,,,,,4,3,0.16,0.89,99.83,12.01,0.32
CFS FC W PSup-CFS Index Global Share,11394,FSF0622AU,Bronze,100.00,100.00,2025-03-31,2,Equity World Large Blend,No,No,,,,7.44,9.10,0.75,16.65,1.35,0.05,0.26,0.85,0.66,−1.61,−5.44,2.95,−3.31,12.05,12.77,12.45,10.28,0.17,0.37,1.42,"1,896.13 ",Large Blend,,,,,4,2,−0.27,0.81,98.80,9.59,0.93
CFS FC W PSup-CFS Index Global Shr-Hgd,13537,FSF0835AU,Bronze,100.00,100.00,2025-03-31,,Equity World - Currency Hedged,,No,,,,,,,,,,,,,−0.55,−5.10,−0.24,−2.39,8.39,8.23,11.09,7.99,0.19,0.36,1.42,,Large Blend,,,,,4,2,−0.74,0.85,99.24,12.51,0.40
CFS FC W PSup-CFS Index Property Sec,11366,FSF0643AU,Bronze,100.00,100.00,2025-03-31,5,Equity Australia Real Estate,Yes,No,,,,7.28,0.00,0,0,0,0,0,0.00,0.00,5.70,−4.72,−4.05,−0.77,8.04,4.73,10.56,6.54,0.15,0.35,0.42,,Large Blend,,,,,3,4,−0.52,0.89,99.96,20.87,0.15
CFS FC W PSup-CFS Property Securities,11340,FSF0608AU,,,,,5,Equity Australia Real Estate,Yes,No,,,,6.97,0.00,0,0,0,0,0,0.00,0.00,5.23,−4.31,−3.40,−0.23,7.40,4.66,10.80,6.80,0.76,0.96,9.33,259.49 ,Large Blend,,,,,4,3,−0.60,0.86,99.77,20.19,0.14
CFS FC W PSup-CFS Wellington Global Small Companies,11401,FSF0629AU,,,,,2,Equity World Mid/Small,No,No,,,,9.07,7.24,0.44,10.75,0,0,0.57,0.88,0.27,−2.02,−7.26,0.03,−5.71,5.56,8.57,10.21,7.72,1.17,1.37,20.83,,Small Blend,,,,,3,4,0.95,0.81,91.91,12.38,0.43
CFS FC W PSup-Colchester Emerg Mkt Bond,47053,AIL8715AU,,,,,,Equity Emerging Markets,,,,,,,,,,,,,,,0.23,0.78,,2.81,,,,,,,,0.21 ,,,,,,,,,,,,
CFS FC W PSup-DNR Aus Equ High Conv,45473,AIL9186AU,Bronze,100.00,100.00,2025-03-31,4,Equity Australia Large Blend,No,No,,,,8.40,14.99,3.85,11.11,0,0,9.96,0.00,8.10,1.21,−7.43,−3.81,−4.11,2.71,,,,0.86,1.06,2.50,112.91 ,Large Blend,,,,,,,,,,,
CFS FC W PSup- DNR Capital Australian Equities Income,11382,FSF0590AU,,,,,3,Australia Equity Income,,No,,,,,,,,,,,,,2.44,−3.75,−1.47,−1.12,2.43,4.55,11.15,5.60,0.86,1.06,5.17,,,,,,,1,5,−1.80,0.74,93.86,10.38,0.12
CFS FC W PSup-Eiger Aust Small Companies,44459,FSF6855AU,,,,,1,Equity Australia Mid/Small Growth,No,No,,,,9.26,8.52,0,8.69,0,0,0,0.00,3.45,2.30,−6.05,−3.51,−2.50,0.56,0.78,,,1.06,2.12,3.42,10.88 ,Mid Growth,,,,,2,1,−0.60,0.73,86.11,14.11,−0.14
CFS FC W PSup-Epoch GESY,16365,FSF0954AU,Neutral,100.00,100.00,2025-03-31,3,Equity World Large Value,No,No,,,,7.99,17.67,0,20.53,1.91,0,1.15,1.29,1.46,−2.83,−2.25,3.45,0.33,13.46,11.21,11.19,7.34,1.16,1.36,17.00,,Large Value,,,,,3,2,0.13,0.65,72.45,8.87,0.83
CFS FC W PSup-Fidelity Aust Equities,13531,FSF0833AU,Silver,100.00,100.00,2025-03-31,2,Equity Australia Large Blend,No,No,,,,10.38,16.98,0,8.12,0,0,0,0.00,10.17,3.15,−2.96,−0.40,0.69,7.06,4.75,10.89,7.35,0.85,1.05,19.17,,Large Blend,,,,,2,4,−2.06,0.91,96.55,12.51,0.14
CFS FC W PSup-FirstRate Saver,16859,FSF1010AU,,,,,,Australian Cash,,No,,,,,,,,,,,,,0.29,0.87,1.82,1.19,3.74,3.15,1.94,1.61,0.00,0.60,,48.91 ,,,,,,,,−0.55,0.25,53.34,0.27,−20.39
CFS FC W PSup-FirstRate Term Dep (10yr),40445,FSF2059AU,,,,,,Australian Cash,,No,,,,,,,,,,,,,0.13,0.38,0.77,0.51,1.55,1.54,1.05,1.11,0.00,0.00,,0.37 ,,,,,,,,−2.70,−2.39,77.91,0.04,−9.13
CFS FC W PSup-FirstRate Term Dep (12Mth),17776,FSF1066AU,,,,,,Australian Cash,,No,,,,,,,,,,,,,,,,,,,,,0.00,0.15,,366.50 ,,,,,,,,,,,,
CFS FC W PSup-FirstRate Term Dep (15yr),40446,FSF5338AU,,,,,,Australian Cash,,No,,,,,,,,,,,,,0.31,0.94,1.95,1.28,4.01,3.03,1.94,1.59,0.00,0.00,,1.19 ,,,,,,,,−0.65,0.33,1.84,0.35,−3.41
CFS FC W PSup-FirstRate Term Dep (2yr),40447,FSF7498AU,,,,,,Australian Cash,,No,,,,,,,,,,,,,0.27,0.83,1.71,1.13,3.69,3.39,2.15,1.54,0.00,0.15,,20.95 ,,,,,,,,−0.41,−0.16,1.92,0.24,−3.54
CFS FC W PSup-FirstRate Term Dep (3Mth),17769,FSF1042AU,,,,,,Australian Cash,,No,,,,,,,,,,,,,,,,,,,,,0.00,0.15,,60.61 ,,,,,,,,,,,,
CFS FC W PSup-FirstRate Term Dep (3yr),40448,FSF3249AU,,,,,,Australian Cash,,No,,,,,,,,,,,,,0.27,0.83,1.71,1.13,3.71,3.39,2.15,1.55,0.00,0.15,,11.16 ,,,,,,,,−0.39,−0.08,0.42,0.24,−3.61
CFS FC W PSup-FirstRate Term Dep (5yr),40449,FSF4325AU,,,,,,Australian Cash,,No,,,,,,,,,,,,,0.13,0.38,0.77,0.51,1.55,2.06,1.36,1.17,0.00,0.15,,15.26 ,,,,,,,,−2.31,−2.92,45.63,0.24,−4.39
CFS FC W PSup-FirstRate Term Dep (6Mth),17770,FSF1044AU,,,,,,Australian Cash,,No,,,,,,,,,,,,,,,,,,,,,0.00,0.15,,320.16 ,,,,,,,,,,,,
CFS FC W PSup-FirstRate Term Dep (7yr),40450,FSF7373AU,,,,,,Australian Cash,,No,,,,,,,,,,,,,0.13,0.38,0.77,0.51,1.55,1.54,1.05,1.06,0.00,0.00,,,,,,,,,,−2.70,−2.39,77.91,0.04,−9.13
CFS FC W PSup-FirstRate Term Dep (9Mth),17775,FSF1065AU,,,,,,Australian Cash,,No,,,,,,,,,,,,,,,,,,,,,0.00,0.15,,113.54 ,,,,,,,,,,,,
CFS FC W PSup- FR Saver Non-Auto-RB,46416,AIL8973AU,,,,,,Australian Cash,,No,,,,,,,,,,,,,0.29,0.87,1.82,1.19,3.74,,,,0.00,0.60,,14.32 ,,,,,,,,,,,,
CFS FC W PSup-FSI Concentrated Aust Shr,11373,FSF0595AU,Bronze,100.00,100.00,2025-03-31,4,Equity Australia Large Growth,No,No,,,,6.46,13.88,0,9.63,0,0,0,0.00,8.57,5.25,−7.30,−0.65,−2.93,7.73,7.70,10.88,8.47,0.80,1.00,10.83,934.49 ,Large Growth,,,,,4,4,0.47,1.04,91.81,14.70,0.33
CFS FC W PSup-FSI Imputation,11371,FSF0580AU,Bronze,100.00,100.00,2025-03-31,3,Equity Australia Large Blend,No,No,,,,9.30,24.34,0.65,9.83,0,0,0,0.00,11.07,4.07,−4.51,1.06,−0.77,9.79,8.45,12.41,8.42,0.80,1.00,10.75,,Large Blend,,,,,5,5,1.31,0.96,96.94,13.16,0.40
CFS FC W PSup-FSI Property Securities,11367,FSF0642AU,,,,,5,Equity Australia Real Estate,Yes,No,,,,7.73,0.00,0,0,0,0,0,0.00,0.00,6.23,−4.72,−3.99,−0.73,7.92,5.29,11.19,7.05,0.66,0.86,12.67,352.01 ,Large Growth,,,,,4,3,0.02,0.88,99.50,20.74,0.17
CFS FC W PSup-FSI Strategic Cash,11357,FSF0610AU,,,,,,Australian Cash,,No,,,,8.15,0.00,,,,,,,0.00,0.28,0.91,1.95,1.25,4.02,3.36,2.03,1.78,0.20,0.40,20.83,,,,,,,,,−0.23,0.78,41.37,0.32,−3.74
CFS FC W PSup-Generation Global Share,15815,FSF0913AU,Silver,100.00,100.00,2025-03-31,5,Equity World Large Blend,Yes,No,,,,4.26,0.00,0,20.97,0,0,0,0.00,0.00,−1.07,−7.97,0.96,−3.42,7.72,10.08,10.23,11.28,1.12,1.48,17.67,,Large Growth,,,,,4,5,−4.01,0.96,75.78,12.94,0.52
CFS FC W PSup- GQG Partners Glb Eqt Hdg,46413,AIL6704AU,Bronze,100.00,100.00,2025-03-31,1,Equity World - Currency Hedged,No,No,,,,8.18,26.28,0,24.64,0,0,0,1.49,4.97,−3.46,−8.50,−4.76,−4.85,−1.01,,,,0.83,1.03,1.50,52.14 ,Large Blend,,,,,,,,,,,
CFS FC W PSup-GQG Partners Glb Equity,45477,AIL5176AU,Silver,100.00,100.00,2025-03-31,1,Equity World Large Growth,No,No,,,,8.18,26.28,0,24.64,0,0,0,1.49,4.97,−4.16,−8.58,−1.52,−5.38,3.10,,,,0.83,1.03,2.50,283.46 ,Large Blend,,,,,,,,,,,
CFS FC W PSup-Hyperion Glb Growth Comp,44448,FSF6719AU,Neutral,100.00,100.00,2025-03-31,3,Equity World Large Growth,Yes,No,,,,2.66,0.00,1.3,2.48,0,0,0,0.00,0.00,4.22,−9.93,11.77,−6.25,24.82,18.90,,,0.83,2.71,3.42,55.88 ,Large Growth,,,,,5,5,1.42,1.28,54.40,20.22,0.78
CFS FC W PSup-Infinity Core Aus Equity,46562,AIL7711AU,,,,,4,Equity Australia Large Blend,No,No,,,,8.19,22.23,0,14.52,0,0,0,0.00,12.67,3.62,−4.62,−0.58,−1.01,1.87,,,,0.69,0.89,,1.49 ,Large Growth,,,,,,,,,,,
CFS FC W PSup-Intermede Glb Equities,45481,AIL3517AU,Neutral,100.00,100.00,2025-03-31,4,Equity World Large Growth,Yes,No,,,,4.77,3.95,2.12,18.33,0,0,0,0.00,0.00,−1.40,−8.79,−1.93,−6.36,2.77,,,,1.08,1.28,2.50,4.45 ,Large Growth,,,,,,,,,,,
CFS FC W PSup-Investors Mutual Aust Shr,11385,FSF0592AU,Neutral,100.00,100.00,2025-03-31,3,Equity Australia Large Blend,No,No,,,,9.49,13.82,3.06,12.67,0,0,9.03,0.00,7.17,2.43,−0.11,3.79,2.27,8.77,5.43,8.88,5.73,1.00,1.20,15.33,,Large Blend,,,,,2,1,−0.57,0.62,85.18,9.10,0.22
CFS FC W PSup-Ironbark Property Sec,11369,FSF0640AU,Silver,100.00,100.00,2025-03-31,5,Equity Australia Real Estate,Yes,No,,,,7.44,0.00,0,0,0,0,0,0.00,0.00,5.46,−5.42,−4.43,−1.40,5.61,3.47,10.55,7.20,0.67,0.87,20.83,,Large Blend,,,,,3,3,−1.72,0.88,99.34,20.76,0.09
CFS FC W PSup-JH Tactical Income,45484,AIL6138AU,Bronze,100.00,100.00,2025-03-31,3,Bonds - Australia,,No,,,,6.84,2.27,0,0.16,0,0,0.02,0.00,0.00,0.34,1.04,2.61,1.46,5.16,,,,0.50,0.70,2.50,131.28 ,,,,,,,,,,,,
CFS FC W PSup- L1 Capital Catalyst,46415,AIL2613AU,,,,,1,Equity Australia Large Blend,No,No,,,,18.93,20.24,0,0,0,0,0,0.00,0.00,−2.46,−6.87,−6.51,−3.48,−9.95,,,,1.24,1.44,1.50,3.76 ,Mid Value,,,,,,,,,,,
CFS FC W PSup-Lazard Select Aust Equity,11383,FSF0591AU,Silver,100.00,100.00,2025-03-31,2,Equity Australia Large Value,No,No,,,,14.94,24.33,7.08,2.28,0,0,2.05,0.00,9.45,−0.11,−3.88,−2.08,−1.40,−4.71,4.76,12.13,6.48,0.87,1.07,20.83,,Mid Value,,,,,4,4,−1.25,0.66,72.32,10.44,0.14
CFS FC W PSup-Macquarie Australian Fixed Interest,11358,FSF0620AU,Bronze,100.00,100.00,2025-03-31,3,Bonds - Australia,,No,,,,8.33,5.44,0,0,0,0,0,0.00,0.00,1.45,2.47,4.24,2.62,,,,,0.29,0.49,0.92,611.37 ,,,,,,,,,,,,
CFS FC W PSup-Magellan Global Share,19036,FSF1224AU,Negative,100.00,100.00,2025-03-31,3,Equity World Large Blend,Yes,No,,,,3.02,3.94,1.55,15.2,0,0,0,0.00,0.00,−1.74,−6.93,3.12,−3.58,9.94,11.92,7.63,9.23,1.31,1.51,4.83,"1,527.33 ",Large Growth,,,,,2,3,−1.48,0.87,86.96,10.85,0.76
CFS FC W PSup-Magellan Global Share-Hgd,41093,FSF1788AU,Negative,100.00,100.00,2025-03-31,4,Equity World - Currency Hedged,Yes,No,,,,2.99,3.29,1.44,16.14,0,0,0,0.00,0.00,−0.46,−6.32,−0.08,−2.40,6.68,6.83,5.97,,1.31,1.51,4.83,,Large Blend,,,,,2,1,−1.88,0.83,89.11,12.91,0.29
CFS FC W PSup-Martin Currie Australia Equity Income,16429,FSF0958AU,Neutral,100.00,100.00,2025-03-31,3,Australia Equity Income,No,No,,,,9.90,18.43,1.24,1.45,0,0,2.15,0.00,6.17,2.45,−0.34,4.60,3.58,,,,,0.91,1.11,0.92,,Large Value,,,,,,,,,,,
CFS FC W PSup-Merlon Aust Share Income,16364,FSF0959AU,,,,,3,Australia Equity Income,No,No,,,,10.87,13.09,7.99,1.53,0,0,2.12,0.00,5.43,0.19,−0.95,1.93,1.44,4.26,7.24,10.88,6.28,1.01,1.21,18.08,106.82 ,Large Value,,,,,3,1,1.47,0.52,73.33,8.25,0.44
CFS FC W PSup-MFS Global Equity,11395,FSF0625AU,Bronze,100.00,100.00,2025-03-31,4,Equity World Large Blend,Yes,No,,,,5.17,2.61,7.44,26.52,2.86,0,0,1.69,0.00,−2.30,−6.73,1.56,−1.86,7.16,7.71,8.64,8.25,1.05,1.25,15.58,,Large Blend,,,,,2,4,−5.30,0.86,84.64,10.94,0.40
CFS FC W PSup-Nanuk New World,45487,AIL6009AU,Neutral,100.00,100.00,2025-03-31,5,Equity World Large Blend,Yes,No,,,,5.63,1.11,0,12.36,0,0,0,0.00,0.00,−1.38,−8.17,−1.76,−5.16,4.70,,,,1.07,1.27,2.50,6.06 ,Large Blend,,,,,,,,,,,
CFS FC W PSup-Pendal Australian Share,11375,FSF0589AU,Silver,100.00,100.00,2025-03-31,3,Equity Australia Large Blend,No,No,,,,10.51,19.24,3.25,10.05,0,0,3.15,0.00,10.53,1.87,−3.70,1.14,−0.13,9.16,6.82,11.34,7.78,0.85,1.05,20.83,,Large Blend,,,,,4,2,0.13,0.82,97.10,11.30,0.31
CFS FC W PSup-Pendal Glb Emerg Mkt Opp,42223,FSF2790AU,Bronze,100.00,100.00,2025-03-31,3,Equity Emerging Markets,Yes,No,,,,8.21,6.35,2.03,2.64,2.01,0,0,0.00,0.00,−0.94,0.67,4.03,2.49,9.25,8.11,6.78,,1.40,1.60,7.00,98.36 ,Large Growth,,,,,4,3,1.71,0.66,73.13,8.55,0.52
